,Unnamed: 0,id,listing_url,scrape_id,last_scraped,source,name,description,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bathrooms,bathrooms_text,bedrooms,amenities,calendar_updated,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,neiborhood_overview,neighborhood_overview,host_acceptance_rate,host_listings_count,latitude,longitude,accommodates,bathrooms.1,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated.1,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neiborhood_overview.1
3995,3995,24136401,https://www.airbnb.com/rooms/24136401,20200000000000.0,29/03/23,city scrape,Castle with good vibes ð° safe and desinfected,"Castillo 100% desinfectado y seguro, ideal para una temporada de descanso en la naturaleza. <br /><br />Es una casa estilo castillo medieval, se recomienda para viajeros por una temporada, estudiantes o personas que trabajan cerca. <br /><br />Es necesario auto o UBER y estamos a 25 minutos de CoyoacÃ¡n y Santa Fe. Caminando: gimnasio, mercado, oxxo, panaderÃ­a, centro comercial. <br /><br />Visita el Bosque Desierto de los Leones a 35 minutos para desayunar, pasear a caballo, andar en bici o tener caminatas inspiradoras.<br /><br /><b>The space</b><br />La casa es ideal para estudiantes, viajeros que desean quedarse una temporada o personas que desean despejarse un poco de la ciudad. <br />TambiÃ©n para personas que han vivido en el sur, les gusta la zona y requieren un cambio de aire y buena vibra.<br /><br /><b>Guest access</b><br />A su habitaciÃ³n y todos los espacios comunes de la casa.<br /><br /><b>Other things to note</b><br />No se permite fumar dentro de la casa.",https://a0.muscache.com/pictures/4d65ebf5-06cb-4eba-bad4-091fbf7ee6fc.jpg,100433055,https://www.airbnb.com/users/show/100433055,Emilia,19/10/16,Mexico,"Viajo muy seguido, me gusta la comida sana, los museos, la mÃºsica, los lugares tranquilos, vivir en armonia. Soy respetuosa del espacio y el silencio. Con Airbnb me gusta recibir nuevos huÃ©spedes, brindarles la mejor atenciÃ³n y limpieza en la casa para su seguridad durante la estancia. ",within a day,f,https://a0.muscache.com/im/pictures/user/00bfaa1a-117c-4846-b934-b0a47e69b6b3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/00bfaa1a-117c-4846-b934-b0a47e69b6b3.jpg?aki_policy=profile_x_medium,0,"['email', 'phone']",t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Ãlvaro ObregÃ³n,0.0,Private room in home,Private room,0.0,1.5 baths,1.0,"[""Wifi"", ""Washer"", ""Free street parking"", ""Pets allowed"", ""Indoor fireplace"", ""Dishes and silverware"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Free parking on premises"", ""Cooking basics"", ""Essentials""]",0.0,t,29/03/23,31/05/18,30/08/21,--,f,"Es tranquilo, muy silencioso, armonioso, ideal para descansar, tipo pueblito. A 10 minutos de cafeterÃ­as, bancos y restaurantes.","Es tranquilo, muy silencioso, armonioso, ideal para descansar, tipo pueblito. A 10 minutos de cafeterÃ­as, bancos y restaurantes.",0.0,1.0,19.3421,-99.22633,1.0,0.0,1.0,392.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0.0,28.0,58.0,88.0,88.0,7.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.86,5.0,1.0,0.0,1.0,0.0,0.12,"Es tranquilo, muy silencioso, armonioso, ideal para descansar, tipo pueblito. A 10 minutos de cafeterÃ­as, bancos y restaurantes."
4006,4006,23895520,https://www.airbnb.com/rooms/23895520,20200000000000.0,29/03/23,city scrape,HabitaciÃ³n a 40min del centro historico,"La habitaciÃ³n principal esta pensada para los huÃ©spedes brindÃ¡ndoles la mayor comodidad en su estancia,  las Ã¡reas comunes son cÃ³modas y relajantes ideales para pasar el tiempo.",https://a0.muscache.com/pictures/9ceb3263-b4a4-4baa-9ab1-6ba515537aea.jpg,173103110,https://www.airbnb.com/users/show/173103110,Ines,12/02/18,"Mexico City, Mexico",--,--,f,https://a0.muscache.com/im/pictures/user/02c16fa2-827d-4178-b2a8-c86f9f334146.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02c16fa2-827d-4178-b2a8-c86f9f334146.jpg?aki_policy=profile_x_medium,0,['phone'],t,f,--,Iztapalapa,0.0,Private room in home,Private room,0.0,1 shared bath,2.0,"[""Wifi"", ""Washer"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Smoking allowed"", ""Essentials""]",0.0,t,29/03/23,--,--,--,f,--,0,0.0,1.0,19.32899,-98.97697,4.0,0.0,2.0,350000.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,--
4012,4012,23897082,https://www.airbnb.com/rooms/23897082,20200000000000.0,29/03/23,city scrape,Casa gonzalez,"Ilumimacion cama puerta y baÃ±o , baÃ±os completos jardin para salir a tomar el sol seguridad las 24 horas<br /><br /><b>The space</b><br />Es una residencia le llamamos el ranchito de san jeronimo<br /><br /><b>Guest access</b><br />Cuartos <br />Jardin",https://a0.muscache.com/pictures/eabfbd19-f819-41dd-ad75-ec47954da64f.jpg,179583880,https://www.airbnb.com/users/show/179583880,Ulises,20/03/18,"Mexico City, Mexico","Soy ulises Gonzalez tengo una residencia en san jeronimo lidice mis padres vivien hay mismo pero tengo recamaras servicio de baÃ±o completo con closed  tambien tenemos areas verdes la zona es residencial y acojedora tenemos plazas cercanas 
Metros 
Metro bus 
Cines 
Centros comerciales todo eso al alcanse de 5 mints 20 caminando 

Tengo a mi pareja y pues estamos viendo en rentar las habitaciones animence Â¡Â¡ estaran en familia 

Nos gustaria tenerlos aqui en casa pues estan seguros es una linda casa para fines de semana muy tranquila y alta seguridad 



",a few days or more,f,https://a0.muscache.com/im/pictures/user/f3901ce9-b4eb-4016-9ec3-942d7f2a730b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3901ce9-b4eb-4016-9ec3-942d7f2a730b.jpg?aki_policy=profile_x_medium,0,['phone'],t,f,--,La Magdalena Contreras,0.0,Private room in home,Private room,0.0,2.5 baths,2.0,"[""Smoke alarm"", ""Private entrance"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Indoor fireplace"", ""Host greets you"", ""Hangers"", ""Hot water"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Smoking allowed"", ""Security cameras on property"", ""Private living room"", ""Essentials""]",0.0,t,29/03/23,07/06/18,07/06/18,--,f,--,0,0.0,1.0,19.32013,-99.22936,2.0,0.0,1.0,400.0,3.0,7.0,3.0,3.0,7.0,7.0,3.0,7.0,0.0,29.0,59.0,89.0,179.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.02,--
4017,4017,24374902,https://www.airbnb.com/rooms/24374902,20200000000000.0,30/03/23,city scrape,Departamento hanna,"UbicaciÃ³n cÃ©ntrica,centros comerciales ,almacenes,estaciÃ³n de metrobÃºs churubusco ,metro insurgentes sur , departamento con todos los servicios ,etc.<br /><br /><b>The space</b><br />Parejas, y gente de negocios<br /><br /><b>Guest access</b><br />BaÃ±o,cocina, comedor ,sala y otros servicios ,un cajÃ³n de estacionamiento .<br /><br /><b>Other things to note</b><br />Soy Uber y brindo mis servicios .",https://a0.muscache.com/pictures/d52c374a-dcd9-4eb6-ba9a-0016d8ffc714.jpg,183952987,https://www.airbnb.com/users/show/183952987,Liz Henriette,12/04/18,"Mexico City, Mexico",--,--,f,https://a0.muscache.com/im/pictures/user/4095da37-c3ea-4d5b-999a-06183fe371c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4095da37-c3ea-4d5b-999a-06183fe371c8.jpg?aki_policy=profile_x_medium,Acacias/Actipan,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Benito JuÃ¡rez,0.0,Private room in rental unit,Private room,0.0,2 baths,1.0,"[""Elevator"", ""Wifi"", ""Breakfast"", ""Iron"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Lock on bedroom door"", ""Security cameras on property"", ""First aid kit"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",0.0,t,30/03/23,05/05/18,29/10/22,--,f,"Primer piso ,con elevador ,vigilancia,limpieza de Ã¡reas comunes , tienes el Oxxo, 7eleven , cerca de avenidas principales insurgentes y churubusco departamento silencioso .","Primer piso ,con elevador ,vigilancia,limpieza de Ã¡reas comunes , tienes el Oxxo, 7eleven , cerca de avenidas principales insurgentes y churubusco departamento silencioso .",1.0,1.0,19.36755,-99.17789,1.0,0.0,1.0,500.0,2.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,0.0,30.0,60.0,90.0,365.0,3.0,1.0,0.0,3.0,3.0,2.67,3.67,3.0,3.67,3.0,1.0,0.0,1.0,0.0,0.05,"Primer piso ,con elevador ,vigilancia,limpieza de Ã¡reas comunes , tienes el Oxxo, 7eleven , cerca de avenidas principales insurgentes y churubusco departamento silencioso ."
4019,4019,24377088,https://www.airbnb.com/rooms/24377088,20200000000000.0,30/03/23,city scrape,Comfortable Room in beautiful House in CoyoacÃ¡n,"Beautiful room with Private Bathroom in a modern, charming and comfortable House in the traditional neighborhood of Coyoacan. Room full of light in the day, quiet and cozy at night.<br />At home, you can have a nice rest after sightseeing or doing your activities, relax or work in the the Roof Garden.<br />I'm international minded, available in case you need some help at home or any information on  places to visit and where to eat.<br />Linda habitaciÃ³n en CoyoacÃ¡n, iluminada<br /><br />English, Spanish, French, Deutsch<br /><br /><b>The space</b><br />Located a few minutes walking distance to Coyoacan central plaza, also to all artistic and cultural attractions, galleries, museums (including Frida Kahloâs House), crafts market, food market, restaurants, shopping centers, supermarket, UNAM (National University), Viveros Park (where you can do jogging, yoga, exercise), as well as to public transport just around the corner and metro stations.<br /><br />The neighborhood is safe.<br /><br",https://a0.muscache.com/pictures/7a12faf7-3b1e-4697-8764-562b18b51d60.jpg,183972660,https://www.airbnb.com/users/show/183972660,Liz,12/04/18,"Mexico City, Mexico","Professionist, multicultural, enthusiastic.
I love to meet people of other countries, other cultures.
My passions: traveling, photography, reading, listening to music and ""savoir vivre"" 
I enjoy cooking, have a good meal with a glass of wine in a terrasse.
Profesionista, multicultural, alegre, de charla amena. 
Me gusta conocer gente de otros paÃ­ses, otras culturas. 
Amo viajar, leer, ir a correr.  Disfruto de cocinar y la buena comida, acompaÃ±ada de una copa de vino.",a few days or more,f,https://a0.muscache.com/im/pictures/user/06441066-7dd0-4149-8c71-e7e0c7e00379.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/06441066-7dd0-4149-8c71-e7e0c7e00379.jpg?aki_policy=profile_x_medium,0,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",CoyoacÃ¡n,0.0,Private room in home,Private room,0.0,1 private bath,1.0,"[""Free street parking"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Essentials"", ""Extra pillows and blankets"", ""Oven"", ""Iron"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Backyard"", ""Hair dryer"", ""Cooking basics"", ""Barbecue utensils"", ""Paid parking on premises"", ""Washer"", ""Refrigerator"", ""Hangers"", ""Kitchen"", ""Smoking allowed"", ""Building staff"", ""Freezer"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Patio or balcony"", ""Dishes and silverware"", ""Dryer"", ""Shampoo""]",0.0,t,30/03/23,--,--,--,f,"Close by, you can enjoy good coffee, as far as the neighborhood is plenty of coffee shops, or try different kinds of Mexican food (tacos, tortas, quesadillas, mole, tortilla soup, etc.), international food, have a beer or a glass of wine outdoors, watching assorted musicians, mimes and Mexican folklore.","Close by, you can enjoy good coffee, as far as the neighborhood is plenty of coffee shops, or try different kinds of Mexican food (tacos, tortas, quesadillas, mole, tortilla soup, etc.), international food, have a beer or a glass of wine outdoors, watching assorted musicians, mimes and Mexican folklore.",0.46,6.0,19.34388,-99.166,1.0,0.0,1.0,336.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0.0,0.0,23.0,53.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,"Close by, you can enjoy good coffee, as far as the neighborhood is plenty of coffee shops, or try different kinds of Mexican food (tacos, tortas, quesadillas, mole, tortilla soup, etc.), international food, have a beer or a glass of wine outdoors, watching assorted musicians, mimes and Mexican folklore."
4036,4036,24164543,https://www.airbnb.com/rooms/24164543,20200000000000.0,30/03/23,city scrape,none,"none<br /><br /><b>Guest access</b><br />Al interior del departamento: BaÃ±o, cocina, sala, centro de lavado. En las Ã¡reas comunes del desarrollo: alberca, gym, vestidores.",https://a0.muscache.com/pictures/34018052-3bef-40b3-bf4e-933351afe3b4.jpg,178446015,https://www.airbnb.com/users/show/178446015,Armando,14/03/18,"Mexico City, Mexico","Soy un ejecutivo especializado en consultorÃ­a financiera en contabilidad. Soy educado, respetuoso. ",--,f,https://a0.muscache.com/im/pictures/user/8d728c7d-ab5a-4a4f-a689-d222d067b14f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8d728c7d-ab5a-4a4f-a689-d222d067b14f.jpg?aki_policy=profile_x_medium,Narvarte,"['email', 'phone']",t,f,--,Benito JuÃ¡rez,0.0,Private room in rental unit,Private room,0.0,1 shared bath,1.0,"[""Free street parking"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""TV with standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Microwave"", ""Hot water"", ""Stove"", ""Cooking basics"", ""Elevator"", ""Washer"", ""Refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Wifi"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Dryer"", ""Shampoo""]",0.0,t,30/03/23,03/06/18,03/06/18,--,f,--,0,0.0,1.0,19.39379,-99.15625,1.0,0.0,1.0,350.0,3.0,60.0,3.0,3.0,60.0,60.0,3.0,60.0,0.0,23.0,53.0,83.0,358.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.02,--
4039,4039,24396459,https://www.airbnb.com/rooms/24396459,20200000000000.0,29/03/23,city scrape,Habitacion 5 min del AEROP. CDMX y 15 min FORO SOL,"Es una habitaciÃ³n en  departamento a 5 min del aeropuerto de la CDMX y a 15 min del FORO SOL y AUTODROMO HNOS. RODRIGUEZ. <br />Con la prioridad de que sientas seguridad y confort como en casa.<br />Contamos con el servicio de recogerlos en el aeropuerto o cualquier terminal de autobuses y de llevarlos de regreso con un pequeÃ±o costo adicional.<br />EstarÃ© disponible para cualquier asunto que necesiten de mi apoyo.<br /><br /><b>The space</b><br />Se ofrece una linda y acogedora habitaciÃ³n bien iluminada y con todo lo necesario para alojar adultos.<br /><br /><b>Other things to note</b><br />Tengo disponibilidad de recogerlos y llevarlos al aeropuerto de la CDMX y a las zonas turÃ­sticas que deseen, con un costo extra mÃ­nimo. Nos encontramos a 30 min del Centro Historico de la CDMX. Tenemos cerca estaciones del servicio del Metro  para poder transportarse a cualquier punto de la ciudad.",https://a0.muscache.com/pictures/c401d536-9102-46d3-8ff5-deac05d74823.jpg,184143597,https://www.airbnb.com/users/show/184143597,Alma,13/04/18,"Mexico City, Mexico",--,within an hour,t,https://a0.muscache.com/im/pictures/user/d12b2056-d9ca-4aac-94d1-ddc676f1c798.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d12b2056-d9ca-4aac-94d1-ddc676f1c798.jpg?aki_policy=profile_x_medium,BahÃ­a,"['email', 'phone']",t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Venustiano Carranza,0.0,Private room in condo,Private room,0.0,1 shared bath,1.0,"[""Dedicated workspace"", ""Extra pillows and blankets"", ""Mosquito net"", ""Wifi"", ""Private entrance"", ""Microwave"", ""Paid parking off premises"", ""Refrigerator"", ""Outdoor shower"", ""Hangers"", ""Hot water"", ""Room-darkening shades"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Shared backyard – Fully fenced"", ""Clothing storage: closet"", ""Laundromat nearby"", ""Host greets you"", ""Essentials""]",0.0,t,29/03/23,26/04/18,20/03/23,--,t,Es una Ã¡rea muy tranquila tiene cerca comercio de antÃ³jitos mexicanos para poder comer. Centro comercial Walmart. Vips. Suburbia.,Es una Ã¡rea muy tranquila tiene cerca comercio de antÃ³jitos mexicanos para poder comer. Centro comercial Walmart. Vips. Suburbia.,1.0,2.0,19.41827,-99.0847,2.0,0.0,1.0,500.0,1.0,90.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,27.0,55.0,59.0,330.0,142.0,27.0,3.0,4.96,4.92,4.97,4.98,4.99,4.92,4.89,2.0,0.0,2.0,0.0,2.37,Es una Ã¡rea muy tranquila tiene cerca comercio de antÃ³jitos mexicanos para poder comer. Centro comercial Walmart. Vips. Suburbia.
4045,4045,24411852,https://www.airbnb.com/rooms/24411852,20200000000000.0,29/03/23,city scrape,CONFORT A BAJO COSTO.,"Entrada independiente, en primer piso, muy prÃ¡ctica, ideal para tres personas con habitaciÃ³n privada cada una con cama individual. Cuenta con desayunador y estancia con mobiliario minimalista suficiente para tu periodo temporal. En zona sur de Tlalpan donde impera zona de hospitales, laboratorios y universidades. Se puede ajustar una litera para sumar una persona extra.",https://a0.muscache.com/pictures/14476714-fc5f-4197-8b82-35e7e90f1ed8.jpg,167376937,https://www.airbnb.com/users/show/167376937,Eliza,12/01/18,--,--,within a few hours,f,https://a0.muscache.com/im/pictures/user/cdf3c6df-484c-4374-9b16-0681c09cc67c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cdf3c6df-484c-4374-9b16-0681c09cc67c.jpg?aki_policy=profile_x_medium,0,"['email', 'phone']",t,f,--,Tlalpan,0.0,Private room in casa particular,Private room,0.0,1 private bath,3.0,"[""Wifi"", ""Free street parking"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Smoking allowed"", ""Essentials""]",0.0,t,29/03/23,17/08/22,10/01/23,--,f,--,0,0.82,4.0,19.29307,-99.14767,4.0,0.0,5.0,750.0,4.0,4.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,0.0,27.0,57.0,87.0,362.0,2.0,2.0,0.0,3.5,4.5,4.0,3.5,3.0,4.5,4.0,3.0,0.0,3.0,0.0,0.27,--
4049,4049,24180508,https://www.airbnb.com/rooms/24180508,20200000000000.0,29/03/23,city scrape,La Casita Azul,"Espacios sencillos bien iluminados, pensados para estudiantes y personas que gustan de tranquilidad.",https://a0.muscache.com/pictures/4e747695-a626-49fa-8a82-cd352e364fc1.jpg,92343153,https://www.airbnb.com/users/show/92343153,Daniela,28/08/16,"Mexico City, Mexico",--,within a day,f,https://a0.muscache.com/im/pictures/user/6d1352e0-249c-4da7-883f-97b2b8679ef5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d1352e0-249c-4da7-883f-97b2b8679ef5.jpg?aki_policy=profile_x_medium,0,"['email', 'phone']",t,f,--,Tlalpan,0.0,Private room in guesthouse,Private room,0.0,2 shared baths,3.0,"[""Free street parking"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Host greets you"", ""Essentials"", ""Iron"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Hangers"", ""Kitchen"", ""Smoking allowed"", ""Coffee maker"", ""Wifi"", ""Pets allowed"", ""Paid parking off premises"", ""Dishes and silverware""]",0.0,t,29/03/23,23/04/18,01/09/18,--,f,--,0,0.67,1.0,19.29315,-99.15879,3.0,0.0,3.0,187.0,15.0,1125.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,0.0,0.0,0.0,26.0,26.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.07,--
4050,4050,24181210,https://www.airbnb.com/rooms/24181210,20200000000000.0,30/03/23,previous scrape,"HabitaciÃ³n en renta, centro histÃ³rico de la CDMX","Hi there! <br />We're renting a room, 7000 pesos monthly  with all services included, it's really well located, the downtown area in Mexico City, this is a quite an tranquil placeââ, âwe're easy going  people, you will share the department with 2 persons and all that we ask for you be responsible and keep your place in order. Also, we're looking for someone who is willing to stay at least 10 months. <br /><br />Any questions, feel free to ask :)",https://a0.muscache.com/pictures/eb15e8e1-3517-4462-8c96-ae1148901f46.jpg,159124822,https://www.airbnb.com/users/show/159124822,Alicia,17/11/17,--,--,--,f,https://a0.muscache.com/im/pictures/user/4a366629-a680-4c21-8b16-dff9c142c26e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a366629-a680-4c21-8b16-dff9c142c26e.jpg?aki_policy=profile_x_medium,Centro HistÃ³rico,"['email', 'phone']",t,f,--,CuauhtÃ©moc,0.0,Private room in rental unit,Private room,0.0,1 shared bath,1.0,"[""Wifi"", ""Washer"", ""Hangers"", ""Kitchen"", ""Lock on bedroom door"", ""Dryer"", ""Private living room"", ""Essentials""]",0.0,f,30/03/23,--,--,--,f,--,0,0.0,1.0,19.43402,-99.14165,1.0,0.0,1.0,200.0,360.0,700.0,360.0,360.0,700.0,700.0,360.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,--
4051,4051,24423337,https://www.airbnb.com/rooms/24423337,20200000000000.0,30/03/23,previous scrape,Hermoso Depto Polanco amoblado y dotado,"A media cuadra del Parque de Chapultepec. Entre las calles de Ruben Dario y Campos Eliseos. Cerca de Tiendas,  Museos, Calle Mazaryk, transporte",https://a0.muscache.com/pictures/5b1deabb-69d3-4349-a8ce-ee9740aada1b.jpg,24909596,https://www.airbnb.com/users/show/24909596,Pilar,16/12/14,"Cali, Colombia",Una consultora senior de tecnologia,--,f,https://a0.muscache.com/im/pictures/user/21234c9c-0fec-4d97-b46c-0aab193a481c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/21234c9c-0fec-4d97-b46c-0aab193a481c.jpg?aki_policy=profile_x_medium,Polanco,"['email', 'phone']",t,f,--,Miguel Hidalgo,0.0,Entire rental unit,Entire home/apt,0.0,3.5 baths,2.0,"[""Elevator"", ""Private entrance"", ""Wifi"", ""Iron"", ""Washer"", ""Hot tub"", ""Fire extinguisher"", ""Kitchen"", ""Gym"", ""Dryer"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",0.0,f,30/03/23,--,--,--,f,--,0,0.0,2.0,19.42906,-99.18052,4.0,0.0,2.0,2723.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,--
4056,4056,24427640,https://www.airbnb.com/rooms/24427640,20200000000000.0,29/03/23,city scrape,Bonita y tranquila recÃ¡mara privada en CoyoacÃ¡n,"HabitaciÃ³n privada con baÃ±o propio en acogedor departamento. Cerca de San Ãngel, Tlalpan, Centro de CoyoacÃ¡n y Ciudad Universitaria. El Museo Frida Kahlo queda caminando",https://a0.muscache.com/pictures/49b4da36-c5bb-409e-b36d-946d13f233af.jpg,81739829,https://www.airbnb.com/users/show/81739829,Maria Ingenia,04/07/16,"Mexico City, Mexico","Me encanta mi familia, el diseÃ±o, el cine, la bicicleta, la guitarra, cantar, la naturaleza, el mar... los amigos, los animales, los helados... LA VIDA",--,f,https://a0.muscache.com/im/pictures/user/3e287b3d-422e-4ded-86c9-058c46747b12.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3e287b3d-422e-4ded-86c9-058c46747b12.jpg?aki_policy=profile_x_medium,0,"['email', 'phone']",t,f,--,CoyoacÃ¡n,0.0,Private room in rental unit,Private room,0.0,2 baths,1.0,"[""Wifi"", ""Iron"", ""Washer"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Hair dryer"", ""Essentials""]",0.0,t,29/03/23,--,--,--,f,--,0,0.0,1.0,19.33643,-99.14925,1.0,0.0,1.0,400.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,0.0,28.0,58.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,--
4059,4059,24183514,https://www.airbnb.com/rooms/24183514,20200000000000.0,29/03/23,city scrape,MÃGICO TLATELOLCO,BIEN UBICADO. ENTRE AVENIDA REFORMA Y AV. EJE CENTRAL. A UN COSTADO DE TLATELOLCO Y GARIBALDI. ZONA SEGURA. A 5 MINUTOS DE PLAZA COMERCIAL. ESTOY EN EL CORAZÃN DE LA CDMX.,https://a0.muscache.com/pictures/a5c62170-ec72-4597-ac2a-46b047fc98d0.jpg,182277365,https://www.airbnb.com/users/show/182277365,Karla,03/04/18,--,--,within an hour,f,https://a0.muscache.com/im/pictures/user/7a3a3a59-aca9-46ce-85cd-7d53766b8008.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a3a3a59-aca9-46ce-85cd-7d53766b8008.jpg?aki_policy=profile_x_medium,Guerrero,"['email', 'phone']",t,f,--,CuauhtÃ©moc,0.0,Shared room in rental unit,Shared room,0.0,1 shared bath,1.0,"[""Elevator"", ""Wifi"", ""Washer"", ""Free street parking"", ""Pets allowed"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Dryer"", ""TV"", ""Smart lock""]",0.0,t,29/03/23,08/07/18,08/07/18,--,f,--,0,0.0,1.0,19.44979,-99.13706,2.0,0.0,1.0,200.0,3.0,7.0,3.0,3.0,7.0,7.0,3.0,7.0,0.0,25.0,52.0,82.0,172.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,0.02,--
